2/21/2017 3:29:24 PM:820,0.01238822,0.204439,0.8519663,325.7179,341.7532,12.55079,LeftController
2/21/2017 3:29:24 PM:854,0.2015673,0.7614334,0.8617323,345.2595,62.93509,8.950759,LeftController
2/21/2017 3:29:24 PM:913,0.2013124,0.7597687,0.8633092,344.9507,67.12376,6.492119,LeftController
2/21/2017 3:29:24 PM:966,0.2019469,0.761407,0.8618481,345.3727,62.69855,8.828826,LeftController
2/21/2017 3:29:25 PM:5,0.1971478,0.7633588,0.870833,346.995,58.69691,8.144884,LeftController
2/21/2017 3:29:25 PM:48,0.2011221,0.7593896,0.8632999,344.9742,67.07373,6.494618,LeftController
2/21/2017 3:29:25 PM:110,0.2011533,0.7593366,0.8632422,344.9665,67.11616,6.488091,LeftController
2/21/2017 3:29:25 PM:144,0.2018164,0.7613695,0.8617508,345.384,62.64716,8.845493,LeftController
2/21/2017 3:29:25 PM:177,0.2018629,0.7612315,0.8617139,345.3589,62.66579,8.819234,LeftController
2/21/2017 3:29:25 PM:211,0.2018777,0.7613704,0.8618003,345.3547,62.68752,8.83387,LeftController
2/21/2017 3:29:25 PM:244,0.2018885,0.761434,0.861824,345.3643,62.67613,8.841651,LeftController
2/21/2017 3:29:25 PM:278,0.2018683,0.7614477,0.8619036,345.3645,62.66399,8.849072,LeftController
2/21/2017 3:29:25 PM:311,0.2020059,0.761479,0.8618407,345.3916,62.66098,8.844556,LeftController
2/21/2017 3:29:25 PM:345,0.2018712,0.7613484,0.862061,345.4133,62.63699,8.85876,LeftController
2/21/2017 3:29:25 PM:379,0.2019212,0.7613983,0.8620352,345.4145,62.64606,8.863986,LeftController
2/21/2017 3:29:25 PM:412,0.2019444,0.7614984,0.8618186,345.3839,62.63766,8.860414,LeftController
2/21/2017 3:29:25 PM:449,0.2018998,0.761443,0.8617983,345.384,62.63842,8.859848,LeftController
2/21/2017 3:29:25 PM:479,0.2020198,0.7613659,0.861649,345.4269,62.64083,8.853534,LeftController
2/21/2017 3:29:25 PM:513,0.2019923,0.7611558,0.861998,345.4681,62.63493,8.842955,LeftController
2/21/2017 3:29:25 PM:546,0.2018808,0.7613214,0.8617977,345.3911,62.60838,8.859975,LeftController
2/21/2017 3:29:25 PM:580,0.2018955,0.7612865,0.8617353,345.3985,62.60476,8.853799,LeftController
