2/21/2017 3:24:25 PM:772,0.1046553,0.2413873,-0.7720634,314.9451,310.2222,313.2558,RightController
2/21/2017 3:24:25 PM:803,0.1412249,0.735585,0.9322937,344.388,34.97274,306.0745,RightController
2/21/2017 3:24:25 PM:862,0.1316991,0.7318959,0.9573072,345.5172,32.67414,300.4806,RightController
2/21/2017 3:24:25 PM:926,0.1337634,0.7335976,0.949573,343.2972,35.86917,300.2448,RightController
2/21/2017 3:24:25 PM:970,0.1334919,0.7334289,0.9491789,343.4927,35.46354,300.428,RightController
2/21/2017 3:24:26 PM:19,0.1317274,0.7325568,0.955617,345.4998,30.34043,301.1474,RightController
2/21/2017 3:24:26 PM:82,0.1319613,0.7330824,0.9548308,345.1204,30.09691,301.2006,RightController
2/21/2017 3:24:26 PM:115,0.1335868,0.7341771,0.9485345,343.4593,34.92035,300.6326,RightController
2/21/2017 3:24:26 PM:149,0.1336406,0.734421,0.9484203,343.4483,34.92933,300.6057,RightController
2/21/2017 3:24:26 PM:182,0.1335912,0.7344809,0.9484139,343.4464,34.9178,300.6255,RightController
2/21/2017 3:24:26 PM:216,0.1338286,0.7342879,0.948303,343.4392,34.92836,300.5972,RightController
2/21/2017 3:24:26 PM:253,0.1336021,0.7344736,0.9484336,343.4443,34.93567,300.6223,RightController
2/21/2017 3:24:26 PM:283,0.1338065,0.734312,0.9485478,343.4478,34.94004,300.6144,RightController
2/21/2017 3:24:26 PM:316,0.1336924,0.7342445,0.9485591,343.4561,34.94605,300.6329,RightController
2/21/2017 3:24:26 PM:350,0.1335961,0.7341179,0.9485956,343.455,34.94503,300.6478,RightController
2/21/2017 3:24:26 PM:384,0.1334845,0.7341562,0.9484109,343.4492,34.94959,300.6308,RightController
2/21/2017 3:24:26 PM:417,0.1334948,0.7342661,0.9485106,343.4484,34.94668,300.6272,RightController
2/21/2017 3:24:26 PM:450,0.133695,0.7341533,0.9485241,343.4553,34.94379,300.6301,RightController
2/21/2017 3:24:26 PM:484,0.133615,0.7343819,0.948508,343.4379,34.96473,300.5939,RightController
2/21/2017 3:24:26 PM:517,0.1334669,0.734467,0.9485079,343.4461,34.97057,300.6038,RightController
2/21/2017 3:24:26 PM:551,0.1336162,0.7343254,0.9484646,343.4487,34.96854,300.6019,RightController
2/21/2017 3:24:26 PM:584,0.133441,0.7343796,0.948311,343.4416,34.97583,300.5992,RightController
2/21/2017 3:24:26 PM:618,0.1335386,0.7343868,0.9483446,343.442,34.97213,300.6093,RightController
